y06s2mjdju,许淑贞,崩龙,男,2012,2,29,新疆维吾尔自治区喀什地区巴楚县阿瓦提镇巴格其村委会,522624198804181532,桂林市临桂区分局,1993.11.18-长期
pi31yca7dv,杨大清,保安,男,1959,7,5,江苏省徐州市睢宁县睢城镇七井社区居委会,41021219500507339,塔城地区沙湾县分局,2008.05.06-2018.05.06
8y5a3hvahf,杨钧雄,哈尼,女,1946,9,12,四川省凉山彝族自治州盐源县马鹿乡下荒田村村民委员会,33028319600118559,南昌市新建区分局,2007.12.15-2012.12.15
6kukb7nud8,卢晓轩,塔吉克,女,1978,4,1,山西省大同市浑源县西留村乡下祝安村委会,230124200012313849,洛阳市栾川县公安局,2019.09.22-2024.09.22
f8xg3nzbp8,陈元汉,京,男,1962,4,14,河南省南阳市唐河县湖阳镇候大庙村委会,530502201508227460,娄底市双峰县公安局,1995.03.02-2015.03.02
w32mg0o2dy,王旭兰,彝,女,2015,3,26,广东省广州市海珠区昌岗街道江南雅居社区居委会,21091119930715737X,咸阳市乾县分局,1994.04.07-1999.04.07
904ttrrk7l,袁世玲,怒,男,1977,4,21,河南省周口市商水县平店乡秦黄村委会,422406198904011446,阜新市清河门区公安局,2018.08.09-2028.08.09
tpeexenwuj,王金航,畲,男,1979,2,9,河北省张家口市蔚县杨庄窠乡白草窑村委会,360921197208035887,鹤岗市兴山区分局,1991.03.21-2001.03.21
mqxp9371jf,赵伯驹,独龙,女,1969,8,7,陕西省商洛市商州区腰市镇郭村委会,350126200412199044,泰州市兴化市分局,1998.10.19-2003.10.19
lgywenm573,江映,侗,男,1969,3,30,贵州省黔东南苗族侗族自治州榕江县三江乡断颈龙村委会,441882198511010394,黄冈市团风县分局,1994.08.21-2014.08.21
9n7r5fn3kw,赵麟祥,崩龙,男,1952,9,29,河北省沧州市南皮县王寺镇郝五拔村委会,61242519680613635,廊坊市固安县分局,1993.05.29-2013.05.29
y2kdj4y8yx,陈少刚,东乡,女,2008,12,4,江苏省扬州市江都区郭村镇大彭村委会,432301198607287670,三门峡市义马市公安局,2019.10.20-2024.10.20
95iv5u8vn8,周志山,撒拉,男,1966,5,16,山西省长治市城区东街街道办事处东关社区居委会,41102419450213930,果洛藏族自治州久治县分局,2002.09.29-2007.09.29
6f0l3ahfvx,何永久,彝,男,1997,12,13,广西壮族自治区河池市东兰县三石镇泗爷村委会,622726199003197195,宁德市周宁县分局,2013.10.01-2033.10.01
plpp9kbnju,帅兵兵,柯尔克孜,男,1947,10,30,广西壮族自治区南宁市武鸣区锣圩镇龙庆村委会,321027199707065168,安顺市西秀区公安局,1992.03.31-2002.03.31
pjoah5wcoe,吴循,傈僳,男,1962,11,26,浙江省丽水市莲都区紫金街道办事处万丰社区居委会,370602199706045730,崇左市江州区分局,2011.02.13-2016.02.13
eqxk8u9szg,毕黎明,侗,男,2005,7,25,河南省洛阳市伊川县彭婆镇杨沟村村民委员会,44200019600617174,呼和浩特市和林格尔县分局,2009.04.28-长期
81lsiwmrqd,陈云天,彝,女,1979,9,1,山东省青岛市黄岛区铁山街道办事处丙村村委会,412931200806221331,江门市台山市公安局,2008.09.25-2013.09.25
aadh656kmh,秦英华,壮,男,2001,12,27,江西省九江市武宁县鲁溪镇双新村委会,500105201402112993,龙岩市上杭县分局,2014.02.07-长期
5c5xf6e05u,苏大龙,怒,女,1989,11,10,浙江省绍兴市嵊州市鹿山街道雅致村委会,230811199812032683,葫芦岛市绥中县公安局,1990.09.14-2000.09.14
5fqu0jsg9t,刘德来,独龙,女,1949,4,23,陕西省延安市延川县关庄镇太相寺村委会,142703201410090432,白山市江源区分局,2000.11.26-2020.11.26
n21wjcuid8,孟湄,羌,男,1987,2,30,山西省晋中市介休市洪山镇上曹麻村委会,43312519641007796,信阳市光山县公安局,1998.01.02-2008.01.02
q847rf70iw,桂州,柯尔克孜,男,1948,8,29,湖北省襄阳市枣阳市七方镇毛坡村委会,450222199408098047,赣州市全南县分局,1993.06.22-1998.06.22
22dji4fx17,石蕾蕾,土家,男,1946,5,11,江苏省泰州市泰兴市黄桥镇果园村委会,654323200312207275,普洱市宁洱哈尼族彝族自治县公安局,2018.06.23-长期
lenimsbybn,李全志,崩龙,女,1957,9,6,贵州省铜仁市碧江区环北办事处铜江社区居委会,330212199006154422,临夏回族自治州临夏市公安局,2013.08.01-2018.08.01
mktq6bvefg,苏翠平,柯尔克孜,男,2003,5,25,安徽省安庆市大观区石化路街道办事处天桥社区居民委员会,132822201405192597,安康市石泉县分局,2019.12.17-长期
nudkuoew4p,乐月,仡佬,男,1999,1,9,广西壮族自治区贵港市平南县大坡镇大塘村村委会,61082919540116326,酒泉市敦煌市分局,1993.06.24-长期
88we9vwfgt,苏建荣,毛难,男,2008,4,30,河北省保定市蠡县万安镇东建华村委会,239003200708118549,台州市椒江区公安局,1998.08.03-2003.08.03
97wls27rwp,陶东文,布朗,女,1951,10,10,湖南省邵阳市隆回县横板桥镇石燕村委会,13110119670913971,福州市福清市公安局,2010.04.22-2020.04.22
ypn6z5jtct,夏志祥,怒,女,1955,7,25,安徽省蚌埠市蚌山区燕山乡南庙村委会,320212198301071150,长春市二道区公安局,2019.11.06-2029.11.06
9shu8jw4jj,林声耀,维吾尔,女,1989,7,30,陕西省咸阳市乾县马连镇大和村委会,23100519530730449,张家口市桥西区分局,2002.06.08-长期
8w86v9cgwo,刘裕文,布依,男,1969,6,3,安徽省合肥市肥东县石塘镇新展村民委员会,54022419661122266,大同市灵丘县公安局,1995.09.29-长期
ez4amcbm40,查天林,土家,女,1971,6,18,甘肃省甘南藏族自治州舟曲县江盘乡南山村委会,542133198910039240,省直辖县级行政区划济源市公安局,2015.12.16-2020.12.16
7zt647yu4b,王多,朝鲜,男,1970,8,26,贵州省铜仁市松桃苗族自治县寨英镇野溪村委会,130521198707156423,哈尔滨市通河县公安局,2002.09.04-2022.09.04
xq4cn6w5s8,黄冰凌,独龙,女,1959,3,22,陕西省榆林市佳县木头峪镇乔家兴庄村委会,610422198906117612,三明市梅列区公安局,1995.03.22-2000.03.22
okmkqib2e6,夏云海,土家,男,1963,7,20,河南省信阳市平桥区平昌镇昌平居委会,530624201907127235,凉山彝族自治州德昌县公安局,2008.01.29-2028.01.29
f7acbgta06,崔继荣,门巴,女,1955,10,4,贵州省毕节市纳雍县羊场乡菜子地村委会,14072719880320562X,保定市涞源县公安局,1993.08.22-2003.08.22
12dwyvmhbo,魏立功,俄罗斯,女,2005,9,30,江西省抚州市南丰县三溪乡南堡村委会,230208198005142180,铁岭市铁岭县公安局,2004.05.16-2014.05.16
9yncyvdy1c,金政旭,羌,女,1984,4,3,河北省邢台市威县高公庄乡北孙家庄村委会,13032419510924488,台州市仙居县公安局,2004.01.10-2024.01.10
kch6rcib2m,陈存冬,彝,女,1963,9,5,山东省菏泽市定陶县张湾镇吕沟村委会,530428198904132249,黔东南苗族侗族自治州雷山县分局,2001.02.22-长期
65z08mlgfh,杜元载,撒拉,女,2010,1,13,北京市市辖区门头沟区斋堂镇法城村委会,510922200102300969,大同市矿区分局,1998.08.09-长期
tt8f43v57h,吴继高,畲,女,1980,1,27,安徽省合肥市包河区包公街道美湖居委会,13062719610324420,甘孜藏族自治州炉霍县分局,2010.12.05-长期
jb4zn3sjda,李友义,崩龙,男,2008,11,29,四川省达州市大竹县竹阳街道办事处双碑村民委员会,330411198009170574,平凉市崇信县公安局,2016.12.04-长期
9h4qavr4z9,娄晓燕,哈尼,女,1993,12,14,广东省韶关市始兴县隘子镇建国村委会,330723200804151597,齐齐哈尔市富拉尔基区公安局,2018.01.24-2038.01.24
6zb2onsilx,朱培勋,回,男,2008,12,26,广东省茂名市电白区小良镇马岚村委会,320116197402055807,普洱市景东彝族自治县公安局,2005.07.30-长期
ssul68rf5b,谢海华,达斡尔,男,1986,7,4,山西省晋中市平遥县段村镇东安社村委会,451228200401262560,伊犁哈萨克自治州伊宁县分局,1999.08.25-2004.08.25
r504c4ibqo,张东萍,畲,女,2002,8,21,广西壮族自治区梧州市岑溪市筋竹镇罗敏村村委会,320824200412114510,九江市武宁县公安局,2012.04.06-2017.04.06
sr8z83x3vk,郭晓瑾,珞巴,男,1978,12,13,山东省济南市历城区临港街道办事处桥北村民委员会,35062519610207313,益阳市沅江市公安局,2001.07.01-2011.07.01
4bui9b7s8b,梁卫琼,白,女,2000,9,24,四川省绵阳市三台县百顷镇水文村民委员会,350900201210067579,拉萨市堆龙德庆县公安局,1992.11.25-1997.11.25
15cos8ku99,谢炳清,锡伯,女,1960,4,19,湖南省邵阳市洞口县月溪乡石板村委会,650104197902197173,昌都市芒康县公安局,1998.09.17-2003.09.17
y1ryv7mi7c,王远英,黎,女,2004,5,27,山东省莱芜市莱城区牛泉镇范庄村委会,34122219531019747,定西市安定区分局,2011.10.30-2031.10.30
dtn2831k6j,古广明,塔吉克,女,2005,1,10,广西壮族自治区崇左市天等县把荷乡那样村委会,33050119641012192,温州市乐清市公安局,2001.01.02-2021.01.02
dfikfi9buq,黄玉微,仫佬,女,1949,10,29,河北省邯郸市武安市西土山乡东土山村委会,54212919450803634,市辖区北碚区分局,2019.11.18-2024.11.18
jtseeeabjj,李涤凡,瑶,男,1951,5,13,甘肃省甘南藏族自治州迭部县益哇乡傲子村委会,450126201105101170,伊春市上甘岭区分局,2009.11.04-2014.11.04
x3mdtlcbhc,俞大猷,俄罗斯,女,2010,10,31,贵州省铜仁市德江县长堡镇徐家岩村委会,37158119701001638,黔东南苗族侗族自治州锦屏县分局,1999.11.13-2009.11.13
jnka3q75im,梁学芬,土家,男,1980,7,16,山东省莱芜市莱城区凤城街道办事处吴家花园居委会,513300199002163048,德宏傣族景颇族自治州陇川县分局,1995.11.20-2000.11.20
msvq8fjgqd,袁清艳,乌孜别克,男,1979,2,27,四川省南充市蓬安县两路乡黄莲垭村村委会,342129198002217955,邯郸市曲周县公安局,1996.02.03-2001.02.03
fy5ndlx99y,陈夏斌,拉祜,男,1964,6,9,山西省长治市武乡县涌泉乡常家垴村委会,231002197103031207,南宁市上林县分局,2003.07.03-2013.07.03
jpmlm37zll,朱应平,鄂温克,男,2007,2,14,江苏省淮安市洪泽县三河镇长河村委会,54212419570507904,绵阳市三台县分局,2002.10.17-2022.10.17
e5psxlde1b,刘思妮,京,男,2009,7,18,浙江省宁波市象山县石浦镇海宁社区,130671197211284756,株洲市芦淞区分局,2010.01.23-2030.01.23
c9t9brhnqp,桂坡,京,女,1952,12,22,湖南省永州市零陵区大庆坪乡据江寺村委会,412424201606064344,盘锦市兴隆台区公安局,1998.06.23-2018.06.23
kv9qy7z3kv,代贝,傣,女,1999,1,18,广西壮族自治区北海市合浦县党江镇亚桥村委会,632321198107284694,益阳市桃江县公安局,2017.06.16-2022.06.16
nvgrpar9yr,潘楷发,珞巴,女,1967,8,29,河南省焦作市修武县七贤镇官庄村民委员会,452426198510292636,昌吉回族自治州吉木萨尔县公安局,1991.10.05-1996.10.05
dfc32hupui,王泰麒,畲,男,1949,9,20,四川省广安市岳池县石垭镇云峰村委会,152103199601312617,甘孜藏族自治州德格县分局,1990.03.04-长期
byqgf4t3ba,王琼璎,土,男,1985,6,17,河南省平顶山市汝州市纸坊镇车渠村委会,500234198106304911,烟台市栖霞市分局,2014.02.18-2024.02.18
mkwpbf2l94,池乐,土家,女,1978,7,10,山西省晋中市平遥县南政乡王家庄村委会,630103198401027573,海东市民和回族土族自治县分局,2004.02.29-2009.02.29
xkcjt3yfog,邵春燕,俄罗斯,男,1962,9,20,云南省曲靖市会泽县马路乡硝厂村委会,610626197110078460,鄂尔多斯市伊金霍洛旗分局,2015.02.23-2020.02.23
lo88j05m94,李辉勇,乌孜别克,女,1997,10,5,广西壮族自治区百色市那坡县龙合乡德合村委会,542127197806048115,玉林市玉州区分局,2002.04.14-2022.04.14
vydqtbx1x6,庄海,汉,女,1990,11,16,云南省楚雄彝族自治州南华县红土坡镇法郎村民委员会,370102201408213115,遵义市湄潭县公安局,2012.04.30-2022.04.30
30yhql6vjx,丁超明,羌,男,2000,6,29,山东省德州市陵城区郑家寨镇北姚村委会,211103201810141228,乌鲁木齐市乌鲁木齐县公安局,2011.12.04-2031.12.04
1v98y1y7la,王长欣,赫哲,男,1949,2,9,江苏省宿迁市沭阳县庙头镇后窑居委会,640102201907201551,安阳市殷都区分局,2019.09.08-2039.09.08
0hj6yn0ujl,周秋亚,汉,女,1984,6,22,河北省保定市蠡县南庄镇东魏村委会,43232220090810334X,乐山市夹江县分局,1997.09.01-长期
lkqtunqg3z,相平,哈萨克,女,1984,1,24,广东省江门市开平市苍城镇楼田村委会,141025197409222149,阿里地区札达县分局,1991.03.25-2001.03.25
rte122fojz,楼建峰,怒,男,2009,5,21,山东省泰安市岱岳区道朗镇西孙村委会,222325199808132654,锡林郭勒盟正镶白旗分局,2018.03.18-2028.03.18
wlcbnnfz1h,林静云,水,男,1950,8,21,山东省日照市莒县棋山镇龙家官庄村委会,43212219490905123,合肥市肥东县公安局,1999.11.20-2019.11.20
jo0vhr7faj,姚圣杰,景颇,男,1948,1,28,江西省宜春市万载县康乐街道康乐村委会,652824198803237887,昌吉回族自治州呼图壁县分局,2002.05.31-2012.05.31
kbohgeqzes,张荣亭,壮,男,2003,6,29,四川省资阳市乐至县孔雀乡团田村村民委员会,350825200609163282,大连市庄河市分局,2000.01.01-长期
y7sz1kxhu2,谭新龙,基诺,女,1962,2,2,山西省吕梁市方山县北武当镇暖泉会村委会,45282519790417703X,抚州市南城县公安局,2015.03.08-长期
wy7e8zmyyr,陈春虹,土家,男,1959,11,8,广西壮族自治区梧州市岑溪市岑城镇天星村村委会,321181198908013208,荆门市京山县公安局,2019.07.05-2029.07.05
9bgbyh3p9h,张孝荣,仫佬,男,1945,3,20,广西壮族自治区百色市平果县四塘镇金沙村委会,451302199903151593,赣州市上犹县公安局,2002.09.02-2022.09.02
yp9v51nci4,徐亚强,崩龙,女,1987,12,1,河北省衡水市冀州市南午村镇举人周家庄村委会,520326198512316431,秦皇岛市卢龙县分局,1994.05.04-2014.05.04
q1jlykx8iz,闫玉虎,独龙,男,2001,5,7,浙江省衢州市开化县村头镇青山村委会,230523201401129774,玉树藏族自治州囊谦县公安局,1990.12.27-1995.12.27
vgg57wjgg4,胡秋娥,塔吉克,男,2007,10,29,贵州省遵义市桐梓县官仓镇堡上村委会,51232719481026802,中卫市海原县公安局,2008.04.11-2013.04.11
shp5p4v1ud,吴泉华,布依,男,1952,11,18,河北省衡水市故城县西半屯镇西郭庄村委会,445102198005203907,十堰市竹溪县分局,2008.02.19-长期
l35n8zqwkq,赵元红,傣,女,1966,1,13,四川省绵阳市平武县大桥镇大城村民委员会,22020219610910245,宜春市奉新县分局,1997.04.28-2007.04.28
e8vqoti652,张前宝,满,男,1987,8,25,河南省商丘市睢阳区包公庙乡包公庙村委会,22078119590716391,东营市东营区分局,1994.02.13-长期
3ddccarwoa,丁立立,黎,男,2010,1,4,河北省保定市涿州市百尺竿镇曹家庄村村委会,44130119580423183,白山市临江市分局,2014.06.26-2019.06.26
6j9aozssrq,蔡延,拉祜,女,1959,10,26,广西壮族自治区柳州市柳北区白露街道办事处白露村委会,15072719901001852X,市辖区巴南区分局,2001.11.02-长期
4e4rryouct,刘利科,傈僳,女,1993,10,2,湖南省常德市武陵区丹洲乡垢湖村委会,32048319530418642,成都市金堂县分局,2007.09.08-长期
ndq1w8iajz,韩佳斌,景颇,女,1989,7,10,山东省济南市历城区仲宫镇绣川十八盘村民委员会,510105200110145466,日喀则市白朗县分局,2018.02.26-2028.02.26
er7129s0it,牛三,基诺,男,1958,10,20,湖北省随州市随县均川镇周家畈村委会,13098319610511437,普洱市宁洱哈尼族彝族自治县公安局,1990.05.05-1995.05.05
8qcrhmc7fm,吴延峰,高山,男,1996,2,28,河南省信阳市光山县槐店乡刘高山村委会,54212219670620649,遂宁市船山区公安局,1990.09.27-2000.09.27
nqdsrwbaml,刘恒峰,撒拉,男,1970,9,15,河北省石家庄市高邑县大营镇后哨营村委会,341402200306096460,伊春市乌马河区公安局,2004.12.15-2014.12.15
3rdf71y27f,姚金根,藏,女,1986,3,26,山西省临汾市浮山县东张乡南畔山村委会,33102219480929554,淮安市涟水县公安局,2007.09.24-2012.09.24
kdpgb62aak,葛洪杰,黎,男,1992,11,23,江苏省南京市栖霞区燕子矶街道柳塘村社区居委会,431103198408295550,伊犁哈萨克自治州奎屯市分局,1996.08.18-2001.08.18
99dzt6cr8m,索虎,高山,女,1945,8,22,重庆市县云阳县人和街道办事处中兴村委会,610827200312132879,宁德市蕉城区公安局,1991.09.15-长期
5sl12p4hvl,高振辉,汉,男,2008,11,10,河北省沧州市河间市诗经村乡前柏桐村委会,15263119510709630,赤峰市元宝山区公安局,2009.12.26-2014.12.26
oa3peclcvm,关秀霞,维吾尔,男,1967,12,15,河南省商丘市柘城县张桥乡梁楼村委会,36042219650407844,廊坊市大厂回族自治县公安局,1996.02.07-长期
p5t4by52ui,徐福胜,瑶,女,1971,12,2,河北省秦皇岛市抚宁区留守营镇留守营西街村委会,652929201111234922,宁波市江北区公安局,2012.10.14-2022.10.14
8ftno41a1p,阳科,怒,女,1959,2,13,贵州省铜仁市印江土家族苗族自治县板溪镇毛寨村委会,371427198407201333,佳木斯市郊区公安局,2006.11.09-2016.11.09
yin1qmfh3k,周海航,白,女,1950,5,6,山西省运城市绛县横水镇柳庄村委会,15230119610417181,贵阳市开阳县分局,2014.03.17-长期
jfnijb0h4f,颜克钧,东乡,女,1954,2,15,浙江省宁波市海曙区月湖街道太阳社区,35092320020908551X,大理白族自治州永平县公安局,1993.11.17-2003.11.17
3k162jw6nl,刘艳枝,土,女,1957,2,1,四川省泸州市泸县太伏镇伏龙村民委员会,411223199602045781,鄂尔多斯市达拉特旗公安局,2017.06.08-长期
dav3a0nwr3,黎志超,侗,男,2004,7,16,西藏自治区日喀则市定日县曲当乡雪达村,142233200210019689,青岛市胶州市公安局,1998.05.06-2003.05.06
s108pjjngg,黄珍珠,俄罗斯,男,1977,11,30,陕西省延安市富县羊泉镇王乐村委会,64042219451130142,西宁市大通回族土族自治县分局,2008.07.01-2013.07.01
gea690oxc8,史佳利,怒,男,1982,6,23,北京市市辖区通州区北苑街道办事处天时名苑社区居委会,372231197402269636,省直辖县级行政区划辛集市分局,2018.07.04-2038.07.04
u8osh1bl6r,柯明,保安,男,2013,10,16,江苏省苏州市昆山市周市镇嘉禾社区居委会,13028119460210772,市辖区合川区分局,2006.01.26-2026.01.26
b6bwf8babi,杨卫静,鄂伦春,男,2003,6,15,山西省朔州市应县杏寨乡安营村委会,61020419700710863,九江市九江县公安局,1997.12.29-2017.12.29
irkkheom5n,庞珂,撒拉,男,2003,11,5,四川省南充市西充县祥龙乡昭阁庙村民委员会,53252719540317132,省直辖县级行政区划五指山市分局,1990.07.17-2010.07.17
b2cut94zzt,汪诗琪,彝,男,1979,12,22,四川省成都市大邑县西岭镇大龙村委会,44092219600630063,吴忠市盐池县公安局,2002.05.25-2007.05.25
r7j3hz36e2,苏宝,达斡尔,女,2003,6,27,河北省保定市易县高陌乡郎井庄村村委会,110112200107143677,阿拉善盟阿拉善左旗公安局,2017.05.13-长期
v3tgaeyxi4,桑三娘,裕固,男,1971,7,1,河北省保定市易县南城司乡南城司村村委会,44138119620901043,自贡市贡井区公安局,1999.03.31-2019.03.31
zj52r48jmw,张福宏,仫佬,女,1956,7,4,湖南省岳阳市平江县大洲乡双鸽村民委员会,42100419671001049,伊春市红星区公安局,2003.10.16-2023.10.16
od1kfmjxnn,罗大兴,汉,女,1978,4,26,陕西省延安市志丹县义正镇榆咀子村委会,46040020150102095X,西双版纳傣族自治州勐腊县分局,2006.05.13-2016.05.13
8v2xmkinzz,陈光宪,基诺,女,1975,10,8,河北省邢台市临西县临西镇仓上村委会,130431201602199266,安康市镇坪县公安局,2013.11.21-2018.11.21
196bm25ifi,陈照良,维吾尔,男,1969,8,28,四川省绵阳市北川羌族自治县桂溪镇树坪村民委员会,520221198506312378,渭南市韩城市分局,2000.01.04-2005.01.04
g4sr60dgb2,黄自达,白,男,1991,8,18,山东省泰安市东平县旧县乡姬庄村委会,610600199107263530,三亚市吉阳区分局,2002.10.24-长期
3v9vjvhm4c,陈文雯,满,男,1991,9,18,黑龙江省牡丹江市穆棱市河西乡龙眼村委会,440506199212311508,忻州市保德县公安局,1999.05.28-2019.05.28
vhyz55wa73,张敬杰,侗,男,1977,12,16,安徽省阜阳市界首市邴集乡董寨村委会,141027201105068340,黄冈市浠水县公安局,1992.05.22-2002.05.22
azw13lzvuf,陈兢,畲,男,1966,12,21,湖南省益阳市赫山区岳家桥镇黄板桥村委会,370120197808289412,云浮市云城区公安局,2014.09.13-2019.09.13
wtkxjh43hz,蔡兴,布依,女,1965,1,23,河北省衡水市景县北留智镇常庄科南村委会,510227200001122154,葫芦岛市连山区分局,1995.09.24-长期
avib5fmdf4,陈先润,仡佬,女,1953,2,27,江西省萍乡市莲花县神泉乡神泉村委会,330127197702162627,新乡市卫辉市分局,2008.03.14-2018.03.14
qeyw5jy2is,夏治平,毛难,女,1961,6,23,山东省滨州市阳信县水落坡镇西杨村委会,61092219580931771,临夏回族自治州积石山保安族东乡族撒拉族自治县公安局,2006.06.29-2011.06.29
n2uouv391p,仇道滨,蒙古,女,1982,10,23,河南省南阳市唐河县古城乡方庄村委会,14040119691015525,毕节市黔西县分局,1991.04.17-2001.04.17
w7otsw7w5k,陈艳丹,瑶,男,1962,9,5,河南省商丘市睢县长岗镇东村村委会,45130019641009453,黄山市休宁县公安局,1993.01.25-2013.01.25
ddzo3ucggh,张青琳,哈尼,男,1997,6,23,吉林省白山市抚松县泉阳镇泉阳河村委会,222423199005020731,成都市青羊区分局,1993.01.10-2003.01.10
pa64njsx5l,靳晓燕,布朗,男,1971,1,20,四川省达州市渠县涌兴镇兴武村民委员会,411602197904121249,银川市金凤区公安局,2012.04.26-2032.04.26
sh4hc3dukc,梅靖,乌孜别克,女,1977,6,26,山东省泰安市宁阳县鹤山乡王家西皋村委会,110115198307050199,平凉市庄浪县分局,2013.11.29-2033.11.29
